song_title,lyrics
Smells Like Teen Spirit,"Load up on guns, bring your friends
It's fun to lose and to pretend
She's over-bored and self-assured
Oh no, I know a dirty word
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido
Yeah, hey, yay
I'm worse at what I do best
And for this gift, I feel blessed
Our little group has always been
And always will until the end
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido
Yeah, hey, yay
And I forget just why I taste
Oh yeah, I guess it makes me smile
I found it hard, it's hard to find
Oh well, whatever, never mind
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido
A denial, a denial
A denial, a denial
A denial, a denial
A denial, a denial
A denial"
In Bloom,"Sell the kids for food
Weather changes moods
Spring is here again
Reproductive glands
He's the one who likes all our pretty songs
And he likes to sing along and he likes to shoot his gun
But he knows not what it means
Knows not what it means, and I say
He's the one who likes all our pretty songs
And he likes to sing along and he likes to shoot his gun
But he knows not what it means, knows not what it means, and I say, ""Yeah""
We can have some more
Nature is a whore
Bruises on the fruit
Tender age in bloom
He's the one who likes all our pretty songs
And he likes to sing along and he likes to shoot his gun
But he knows not what it means
Knows not what it means, and I say
He's the one who likes all our pretty songs
And he likes to sing along and he likes to shoot his gun
But he knows not what it means
Knows not what it means, and I say, ""Yeah""
He's the one who likes all our pretty songs
And he likes to sing along and he likes to shoot his gun
But he knows not what it means
Knows not what it means, and I say
He's the one who likes all our pretty songs
And he likes to sing along and he likes to shoot his gun
But he knows not what it means
Knows not what it means
Knows not what it means
Knows not what it means, and I say, ""Yeah"""
Come As You Are,"Come as you are, as you were
As I want you to be
As a friend, as a friend
As an old enemy
Take your time, hurry up
Choice is yours, don't be late
Take a rest as a friend
As an old memoria
Memoria
Memoria
Memoria
Come doused in mud, soaked in bleach
As I want you to be
As a trend, as a friend
As an old memoria
Memoria
Memoria
Memoria
And I swear that I don't have a gun
No, I don't have a gun
No, I don't have a gun
Memoria
Memoria
Memoria
Memoria (No, I don't have a gun)
And I swear that I don't have a gun
No, I don't have a gun
No, I don't have a gun
No, I don't have a gun
No, I don't have a gun
Memoria
Memoria"
Breed,"I don't care, I don't care, I don't care
I don't care, I don't care, care if it's old
I don't mind, I don't mind, I don't mind
I don't mind, mind, don't have a mind
Get away, get away, get away
Get away, away, away from your home
I'm afraid, I'm afraid, I'm afraid
I'm afraid, afraid, ghost
Even if you have, even if you need
I don't mean to stare, we don't have to breed
We could plant a house, we could build a tree
I don't even care, we could have all three
She said, she said
She said, she said
She said, she said
She said, she said
I don't care, I don't care, I don't care
I don't care, I don't care, care if it's old
I don't mind, I don't mind, I don't mind
I don't mind, mind, don't have a mind
Get away, get away, get away
Get away, away, away from your home
I'm afraid, I'm afraid, I'm afraid
I'm afraid, afraid, ghost
Even if you have, even if you need
I don't mean to stare, we don't have to breed
We could plant a house, we could build a tree
I don't even care, we could have all three
She said, she said
She said, she said
She said, she said
She said, she said
Even if you have, even if you need
I don't mean to stare, we don't have to breed
We could plant a house, we could build a tree
I don't even care, we could have all three
She said, she said
She said, she said
She said, she said
She said, she said
She said
Said... good"
Lithium,"I'm so happy 'cause today I found my friends, they're in my head
I'm so ugly, that's okay, 'cause so are you, we broke our mirrors
Sunday mornin' is every day for all I care and I'm not scared
Light my candles in a daze 'cause I've found God
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah
I'm so lonely, that's okay, I shaved my head and I'm not sad
And just maybe I'm to blame for all I've heard, but I'm not sure
I'm so excited, I can't wait to meet you there and I don't care
I'm so horny, that's okay, my will is good
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah!
I like it, I'm not gonna crack
I miss you, I'm not gonna crack
I love you, I'm not gonna crack
I killed you, I'm not gonna crack
I like it, I'm not gonna crack
I miss you, I'm not gonna crack
I love you, I'm not gonna crack
I killed you, I'm not gonna crack
I'm so happy 'cause today I found my friends, they're in my head
I'm so ugly, that's okay, 'cause so are you broke our mirrors
Sunday mornin' is everyday for all I care and I'm not scared
Light my candles in a daze 'cause I've found God
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah!
I like it, I'm not gonna crack
I miss you, I'm not gonna crack
I love you, I'm not gonna crack
I killed you, I'm not gonna crack
I like it, I'm not gonna crack
I miss you, I'm not gonna crack
I love you, I'm not gonna crack
I killed you, I'm not gonna crack"
Territorial Pissings,"Come on, people, now
Smile on your brother
Everybody get together
Try to love one another right now
When I was an alien
Cultures weren't opinions
Gotta find a way, find a way, when I'm there
Gotta find a way, a better way, I'd better wait
Never met a wise man
If so, it's a woman
Gotta find a way, find a way, when I'm there
Gotta find a way, a better way, I'd better wait
Gotta find a way, find a way, when I'm there
Gotta find a way, a better way, I'd better wait!
Just because you're paranoid
Don't mean they're not after you
Gotta find a way, find a way, when I'm there
Gotta find a way, a better way, I'd better wait
Gotta find a way, find a way, when I'm there
Gotta find a way, a better way, I'd better wait!
Gotta find a way, find a way, when I'm there
Gotta find a way, a better way, I'd better wait!
Gotta find a way, find a way, when I'm there!
Gotta find a way! Aah! Aah!
Yeah!"
Drain You,"One baby to another says, ""I'm lucky to have met you""
I don't care what you think unless it is about me
It is now my duty to completely drain you
I travel through a tube and end up in your infection
Chew your meat for you
Pass it back and forth
In a passionate kiss
From my mouth to yours
I like you
With eyes so dilated, I've become your pupil
You taught me everything without a poison apple
The water is so yellow, I'm a healthy student
Indebted and so grateful, vacuum out the fluids
Chew your meat for you
Pass it back and forth
In a passionate kiss
From my mouth to yours
I like you
You, you, you
You, you, you
One baby to another says, ""I'm lucky to have met you""
I don't care what you think unless it is about me
It is now my duty to completely drain you
I travel through a tube and end up in your infection
Chew your meat for you
Pass it back and forth
In a passionate kiss
From my mouth to yours
Sloppy lips to lips
You're my vitamins
I like you"
Lounge Act,"Truth covered insecurity
I can't let you smother me
I'd like to but it couldn't work
Trading off and taking turns
I don't regret a thing
And I've got this friend, you see who makes me feel
And I wanted more than I could steal
I'll arrest myself, I'll wear a shield
I'll go out of my way to prove I still
Smell her on you
Don't tell me what I wanna hear
Afraid of never knowing fear
Experience anything you need
I'll keep fighting jealousy
Until it's fucking gone
I've got this friend, you see who makes me feel and I
Wanted more than I could steal
I'll arrest myself, I'll wear a shield
I'll go out of my way to prove I still
Smell her on you
Truth covered insecurity
I can't let you smother me
I'd like to but it couldn't work
Trading off and taking turns
Don't regret a thing
And I've got this friend, you see who makes me feel
And I wanted more than I could steal
I'll arrest myself, I'll wear a shield
I'll go out of my way to make you a deal
We'll make a pact to learn from who
Ever we want without new rules
And we'll share what's lost and what we grew
They'll go out of their way to prove they still
Smell her on you
They still smell her on you
Smell her on you"
Stay Away,"Monkey see, monkey do (I don't know why)
Rather be dead than cool (I don't know why)
Every line ends in rhyme (I don't know why)
Less is more, love is blind (I don't know why)
Stay
Stay away
Stay away
Stay away
Give an inch, take a smile (I don't know why)
Fashion shits, fashion style (I don't know why)
Blow it out, keep it in (I don't know why)
Have to have poison skin (I don't know why)
Stay
Stay away
Stay away
Stay away
(I don't know why)
(I don't know why)
Stay
Stay away
Stay away
Stay away
Monkey see, monkey do (I don't know why)
Rather be dead than cool (I don't know why)
Every line ends in rhyme (I don't know why)
Less is more, love is blind (I don't know why)
Stay
Stay away
Stay away
Stay away
(I don't know why)
(I don't know why)
Stay
Stay away
Stay away
Stay away
Yeah!
Stay away
Stay away
Stay away
Stay away
Stay away
God is gay"
Something In The Way,"Underneath the bridge
Tarp has sprung a leak
And the animals I've trapped
Have all become my pets
And I'm living off of grass
And the drippings from the ceiling
It's okay to eat fish
'Cause they don't have any feelings
Something in the way, mmm
Something in the way, yeah, mmm
Something in the way, mmm
Something in the way, yeah, mmm
Something in the way, mmm
Something in the way, yeah, mmm
Underneath the bridge
Tarp has sprung a leak
And the animals I've trapped
Have all become my pets
And I'm living off of grass
And the drippings from the ceiling
It's okay to eat fish
'Cause they don't have any feelings
Something in the way, mmm
Something in the way, yeah, mmm
Something in the way, mmm
Something in the way, yeah, mmm
Something in the way, mmm
Something in the way, yeah, mmm
Something in the way, mmm
Something in the way, yeah, mmm"
Scentless Apprentice,"Like most babies smell like butter
His smell smelled like no other
He was born scentless and senseless
He was born a scentless apprentice
Hey, go away!
Go away!
Go away!
Every wet nurse refused to feed him
Electrolytes smell like semen
I promise not to sell your perfumed secrets
There are countless formulas for pressing flowers
Hey, go away!
Go away!
Go away!
I lie in the soil and fertilize mushrooms
Leaking out gas fumes are made into perfume
You can't fire me because I quit!
Throw me in the fire and I won't throw a fit
Hey, go away!
Go away!
Go away!
Go away!
Go away!
Go away!"
